,title,release_year,runtime_min,genre,rating,gross_usd_mil
499,The Wages of Fear,1953,131,"Adventure, Drama, Thriller, Adventure, Drama, Thriller, Adventure, Drama, Thriller",8.2,0.0
1007,Roman Holiday,1953,118,"Comedy, Romance, Comedy, Romance",8.0,0.0
2180,The Quiet Man,1952,129,"Comedy, Drama, Romance, Comedy, Drama, Romance, Comedy, Drama, Romance",7.7,10.55
988,High Noon,1952,85,"Drama, Thriller, Western, Drama, Thriller, Western, Drama, Thriller, Western",8.0,9.45
522,Umberto D.,1952,89,Drama,8.2,0.07
301,Singin' in the Rain,1952,103,"Comedy, Musical, Romance, Comedy, Musical, Romance, Comedy, Musical, Romance",8.3,8.82
304,Ikiru,1952,143,Drama,8.3,0.06
2073,The African Queen,1951,105,"Adventure, Drama, Romance, Adventure, Drama, Romance, Adventure, Drama, Romance",7.7,0.54
1335,A Streetcar Named Desire,1951,122,Drama,7.9,8.0
733,Ace in the Hole,1951,111,"Drama, Film-Noir, Drama, Film-Noir",8.1,3.97
1383,Strangers on a Train,1951,101,"Crime, Drama, Film-Noir, Crime, Drama, Film-Noir, Crime, Drama, Film-Noir",7.9,7.63
1724,The Day the Earth Stood Still,1951,92,"Drama, Sci-Fi, Drama, Sci-Fi",7.8,0.0
1439,Harvey,1950,104,"Comedy, Drama, Fantasy, Comedy, Drama, Fantasy, Comedy, Drama, Fantasy",7.9,0.0
204,Sunset Blvd.,1950,110,"Drama, Film-Noir, Drama, Film-Noir",8.4,0.0
466,Rashomon,1950,88,"Crime, Drama, Mystery, Crime, Drama, Mystery, Crime, Drama, Mystery",8.2,0.1
1863,The Asphalt Jungle,1950,112,"Crime, Drama, Film-Noir, Crime, Drama, Film-Noir, Crime, Drama, Film-Noir",7.8,0.0
459,All About Eve,1950,138,Drama,8.2,0.01
1395,In a Lonely Place,1950,94,"Drama, Film-Noir, Mystery, Drama, Film-Noir, Mystery, Drama, Film-Noir, Mystery",7.9,0.0
1133,Kind Hearts and Coronets,1949,106,"Comedy, Crime, Comedy, Crime",8.0,0.0
694,The Third Man,1949,93,"Film-Noir, Mystery, Thriller, Film-Noir, Mystery, Thriller, Film-Noir, Mystery, Thriller",8.1,0.45
778,White Heat,1949,114,"Action, Crime, Drama, Action, Crime, Drama, Action, Crime, Drama",8.1,0.0
752,The Red Shoes,1948,135,"Drama, Music, Romance, Drama, Music, Romance, Drama, Music, Romance",8.1,10.9
1372,Rope,1948,80,"Crime, Drama, Mystery, Crime, Drama, Mystery, Crime, Drama, Mystery",7.9,0.0
469,The Treasure of the Sierra Madre,1948,126,"Adventure, Drama, Western, Adventure, Drama, Western, Adventure, Drama, Western",8.2,5.01
1722,Red River,1948,133,"Drama, Western, Drama, Western",7.8,0.0
2285,Key Largo,1948,100,"Action, Crime, Drama, Action, Crime, Drama, Action, Crime, Drama",7.7,0.0
325,Bicycle Thieves,1948,89,Drama,8.3,0.33
1462,Miracle on 34th Street,1947,96,"Comedy, Drama, Family, Comedy, Drama, Family, Comedy, Drama, Family",7.9,2.65
2239,Black Narcissus,1947,101,Drama,7.7,0.0
1070,Out of the Past,1947,97,"Crime, Drama, Film-Noir, Crime, Drama, Film-Noir, Crime, Drama, Film-Noir",8.0,0.0
1386,The Big Sleep,1946,114,"Crime, Film-Noir, Mystery, Crime, Film-Noir, Mystery, Crime, Film-Noir, Mystery",7.9,6.54
707,The Best Years of Our Lives,1946,170,"Drama, Romance, War, Drama, Romance, War, Drama, Romance, War",8.1,23.65
1341,Notorious,1946,102,"Drama, Film-Noir, Romance, Drama, Film-Noir, Romance, Drama, Film-Noir, Romance",7.9,10.46
1477,Beauty and the Beast,1946,93,"Animation, Family, Fantasy, Drama, Fantasy, Romance, Animation, Family, Fantasy, Drama, Fantasy, Romance, Animation, Family, Fantasy, Drama, Fantasy, Romance, Animation, Family, Fantasy, Drama, Fantasy, Romance, Animation, Family, Fantasy, Drama, Fantasy, Romance, Animation, Family, Fantasy, Drama, Fantasy, Romance",7.9,0.3
83,It's a Wonderful Life,1946,130,"Drama, Family, Fantasy, Drama, Family, Fantasy, Drama, Family, Fantasy",8.6,0.0
1420,Mildred Pierce,1945,111,"Crime, Drama, Film-Noir, Crime, Drama, Film-Noir, Crime, Drama, Film-Noir",7.9,0.0
1106,Brief Encounter,1945,86,"Drama, Romance, Drama, Romance",8.0,0.0
1156,"Rome, Open City",1945,103,"Drama, Thriller, War, Drama, Thriller, War, Drama, Thriller, War",8.0,0.0
1453,The Lost Weekend,1945,101,"Drama, Film-Noir, Drama, Film-Noir",7.9,9.46
1411,Laura,1944,88,"Drama, Film-Noir, Mystery, Drama, Film-Noir, Mystery, Drama, Film-Noir, Mystery",7.9,4.36
1405,Arsenic and Old Lace,1944,118,"Comedy, Crime, Thriller, Comedy, Crime, Thriller, Comedy, Crime, Thriller",7.9,0.0
1799,Gaslight,1944,114,"Crime, Drama, Mystery, Crime, Drama, Mystery, Crime, Drama, Mystery",7.8,0.0
320,Double Indemnity,1944,107,"Crime, Drama, Film-Noir, Crime, Drama, Film-Noir, Crime, Drama, Film-Noir",8.3,5.72
1807,To Have and Have Not,1944,100,"Adventure, Comedy, Film-Noir, Adventure, Comedy, Film-Noir, Adventure, Comedy, Film-Noir",7.8,0.0
1832,Shadow of a Doubt,1943,108,"Film-Noir, Thriller, Film-Noir, Thriller",7.8,0.0
496,To Be or Not to Be,1942,99,"Comedy, Romance, War, Comedy, Romance, War, Comedy, Romance, War",8.2,0.0
113,Casablanca,1942,102,"Drama, Romance, War, Drama, Romance, War, Drama, Romance, War",8.5,1.02
1276,Sullivan's Travels,1941,90,"Adventure, Comedy, Drama, Adventure, Comedy, Drama, Adventure, Comedy, Drama",7.9,0.0
296,Citizen Kane,1941,119,"Drama, Mystery, Drama, Mystery",8.3,1.59
1011,The Maltese Falcon,1941,100,"Crime, Film-Noir, Mystery, Crime, Film-Noir, Mystery, Crime, Film-Noir, Mystery",8.0,2.11
727,The Grapes of Wrath,1940,129,Drama,8.1,0.06
1393,The Philadelphia Story,1940,112,"Comedy, Romance, Comedy, Romance",7.9,0.0
1144,The Shop Around the Corner,1940,99,"Comedy, Drama, Romance, Comedy, Drama, Romance, Comedy, Drama, Romance",8.0,0.2
213,The Great Dictator,1940,125,"Comedy, Drama, War, Comedy, Drama, War, Comedy, Drama, War",8.4,0.29
2183,Fantasia,1940,124,"Animation, Family, Fantasy, Animation, Family, Fantasy, Animation, Family, Fantasy",7.7,76.41
1848,His Girl Friday,1940,92,"Comedy, Drama, Romance, Comedy, Drama, Romance, Comedy, Drama, Romance",7.8,0.3
704,Rebecca,1940,130,"Drama, Film-Noir, Mystery, Drama, Film-Noir, Mystery, Drama, Film-Noir, Mystery",8.1,4.36
756,Mr. Smith Goes to Washington,1939,129,"Comedy, Drama, Comedy, Drama",8.1,9.6
599,The Wizard of Oz,1939,102,"Adventure, Family, Fantasy, Adventure, Family, Fantasy, Adventure, Family, Fantasy",8.1,2.08
431,Gone with the Wind,1939,238,"Drama, Romance, War, Drama, Romance, War, Drama, Romance, War",8.2,198.68
1810,Stagecoach,1939,96,"Adventure, Drama, Western, Adventure, Drama, Western, Adventure, Drama, Western",7.8,0.0
1489,The Rules of the Game,1939,110,"Comedy, Drama, Comedy, Drama",7.9,0.0
2273,The Lady Vanishes,1938,96,"Mystery, Thriller, Mystery, Thriller",7.7,0.0
1402,The Adventures of Robin Hood,1938,102,"Action, Adventure, Romance, Action, Adventure, Romance, Action, Adventure, Romance",7.9,3.98
1869,You Can't Take It with You,1938,126,"Comedy, Drama, Romance, Comedy, Drama, Romance, Comedy, Drama, Romance",7.8,4.66
1793,Bringing Up Baby,1938,102,Comedy,7.8,0.0
2484,Snow White and the Seven Dwarfs,1937,83,"Animation, Adventure, Family, Animation, Adventure, Family, Animation, Adventure, Family",7.6,184.93
819,The Grand Illusion,1937,113,"Drama, War, Drama, War",8.1,0.17
141,Modern Times,1936,87,"Comedy, Drama, Romance, Comedy, Drama, Romance, Comedy, Drama, Romance",8.5,0.16
1839,The Bride of Frankenstein,1935,75,"Drama, Horror, Sci-Fi, Drama, Horror, Sci-Fi, Drama, Horror, Sci-Fi",7.8,4.36
1897,A Night at the Opera,1935,96,"Comedy, Music, Musical, Comedy, Music, Musical, Comedy, Music, Musical",7.8,2.54
1442,The Thin Man,1934,91,"Comedy, Crime, Mystery, Comedy, Crime, Mystery, Comedy, Crime, Mystery",7.9,0.0
716,It Happened One Night,1934,105,"Comedy, Romance, Comedy, Romance",8.1,4.36
2527,The Invisible Man,1933,71,"Horror, Sci-Fi, Horror, Sci-Fi",7.6,0.0
1881,Duck Soup,1933,69,"Comedy, Musical, Comedy, Musical",7.8,0.0
1377,King Kong,1933,100,"Adventure, Horror, Sci-Fi, Adventure, Horror, Sci-Fi, Adventure, Horror, Sci-Fi",7.9,10.0
1797,Freaks,1932,64,"Drama, Horror, Drama, Horror",7.8,0.63
2270,Scarface,1932,93,"Crime, Drama, Action, Crime, Drama, Crime, Drama, Action, Crime, Drama, Crime, Drama, Action, Crime, Drama, Crime, Drama, Action, Crime, Drama, Crime, Drama, Action, Crime, Drama",7.7,0.0
144,City Lights,1931,87,"Comedy, Drama, Romance, Comedy, Drama, Romance, Comedy, Drama, Romance",8.5,0.02
312,M,1931,99,"Crime, Mystery, Thriller, Crime, Mystery, Thriller, Crime, Mystery, Thriller",8.3,0.03
1790,Frankenstein,1931,70,"Drama, Horror, Sci-Fi, Drama, Horror, Sci-Fi, Drama, Horror, Sci-Fi",7.8,0.0
718,All Quiet on the Western Front,1930,152,"Drama, War, Action, Drama, War, Drama, War, Action, Drama, War, Drama, War, Action, Drama, War, Drama, War, Action, Drama, War, Drama, War, Action, Drama, War",8.1,3.27
846,The Circus,1928,72,"Comedy, Family, Romance, Comedy, Family, Romance, Comedy, Family, Romance",8.1,0.0
502,The Passion of Joan of Arc,1928,114,"Biography, Drama, History, Biography, Drama, History, Biography, Drama, History",8.2,0.02
291,Metropolis,1927,153,"Drama, Sci-Fi, Drama, Sci-Fi",8.3,1.24
767,Sunrise,1927,94,"Drama, Romance, Drama, Romance",8.1,0.54
781,The General,1926,78,"Action, Adventure, Comedy, Action, Adventure, Comedy, Action, Adventure, Comedy",8.1,1.03
1480,Battleship Potemkin,1925,66,"Drama, History, Thriller, Drama, History, Thriller, Drama, History, Thriller",7.9,0.05
787,The Gold Rush,1925,95,"Adventure, Comedy, Drama, Adventure, Comedy, Drama, Adventure, Comedy, Drama",8.1,5.45
517,Sherlock Jr.,1924,45,"Action, Comedy, Romance, Action, Comedy, Romance, Action, Comedy, Romance",8.2,0.98
1315,Nosferatu,1922,94,"Fantasy, Horror, Fantasy, Horror",7.9,0.0
335,The Kid,1921,68,"Comedy, Drama, Family, Comedy, Drama, Family, Comedy, Drama, Family",8.3,5.45
1075,The Cabinet of Dr. Caligari,1920,67,"Horror, Mystery, Thriller, Horror, Mystery, Thriller, Horror, Mystery, Thriller",8.0,0.0
